State,Poll Type,Pollster,Start Date,End Date,Clinton,Trump,Clinton Adjusted,Trump Adjusted,Electoral Votes
Kentucky,now-cast,SurveyMonkey,10/28/2016,11/3/2016,35.0,55.0,33.66298,54.783069999999995,120.0
Idaho,now-cast,Google Consumer Surveys,8/31/2016,9/6/2016,24.67,35.73,32.56256,45.04639,44.0
North Carolina,now-cast,SurveyMonkey,11/1/2016,11/7/2016,48.0,41.0,46.53767,40.3578,100.0
Kansas,now-cast,SurveyMonkey,10/20/2016,10/28/2016,36.0,47.0,34.578759999999996,48.36163,105.0
South Dakota,now-cast,SurveyMonkey,11/1/2016,11/7/2016,32.0,53.0,30.5582,52.36838,66.0
Rhode Island,now-cast,Google Consumer Surveys,8/24/2016,8/30/2016,38.94,19.93,47.22565,30.19888,5.0
Delaware,now-cast,Google Consumer Surveys,9/27/2016,10/3/2016,47.37,18.2,54.059059999999995,26.82412,3.0
Pennsylvania,now-cast,SurveyMonkey,10/17/2016,10/25/2016,48.0,42.0,46.5529,43.65507,67.0
Iowa,now-cast,Google Consumer Surveys,10/10/2016,10/14/2016,32.59,35.59,38.245459999999994,44.573809999999995,99.0
Delaware,now-cast,SurveyMonkey,10/18/2016,10/26/2016,53.0,34.0,51.55404,35.58923,3.0
Wyoming,now-cast,SurveyMonkey,10/18/2016,10/26/2016,25.0,59.0,23.56416,60.72649000000001,23.0
South Carolina,now-cast,Google Consumer Surveys,11/1/2016,11/7/2016,31.91,45.52,37.22761,51.027879999999996,46.0
Utah,now-cast,SurveyMonkey,10/28/2016,11/3/2016,30.0,33.0,28.665809999999997,32.77941,29.0
New Jersey,now-cast,Google Consumer Surveys,10/10/2016,10/14/2016,39.82,32.04,45.46144,40.92135,21.0
Wisconsin,now-cast,SurveyMonkey,10/8/2016,10/16/2016,43.0,38.0,41.86003,40.7625,72.0
New Jersey,now-cast,Google Consumer Surveys,9/27/2016,10/3/2016,41.69,32.62,48.44115,41.37459000000001,21.0
South Carolina,now-cast,Google Consumer Surveys,9/21/2016,9/26/2016,28.3,45.73,35.35229,53.86954,46.0
Iowa,now-cast,Google Consumer Surveys,8/10/2016,8/16/2016,37.83,28.17,45.45549000000001,38.34401,99.0
Mississippi,now-cast,SurveyMonkey,10/27/2016,11/2/2016,40.0,48.0,38.62509,47.88345,82.0
Nebraska,now-cast,Google Consumer Surveys,9/27/2016,10/3/2016,31.87,36.58,38.613640000000004,45.31879,93.0
North Dakota,now-cast,Google Consumer Surveys,10/10/2016,10/14/2016,17.11,41.53,22.787689999999998,50.67639000000001,53.0
Mississippi,now-cast,Google Consumer Surveys,8/17/2016,8/23/2016,23.07,53.52,30.313129999999997,62.55249,82.0
Virginia,now-cast,Google Consumer Surveys,9/7/2016,9/13/2016,37.17,31.32,44.7901,40.03593,134.0
Indiana,now-cast,SurveyMonkey,10/28/2016,11/3/2016,35.0,52.0,33.657959999999996,51.77401,92.0
Louisiana,now-cast,SurveyMonkey,10/18/2016,10/26/2016,38.0,53.0,36.53712,54.35978000000001,64.0
Massachusetts,now-cast,SurveyMonkey,10/30/2016,11/6/2016,56.0,29.0,54.65882,28.44368,14.0
Massachusetts,now-cast,Google Consumer Surveys,11/1/2016,11/7/2016,47.84,25.89,53.20985,31.4248,14.0
North Dakota,now-cast,Google Consumer Surveys,8/31/2016,9/6/2016,23.8,45.58,31.86168,55.13768,53.0
Rhode Island,now-cast,SurveyMonkey,10/18/2016,10/26/2016,49.0,37.0,47.59245,39.11031,5.0
New York,now-cast,SurveyMonkey,10/28/2016,11/3/2016,57.0,32.0,55.67313000000001,31.80142,62.0
Pennsylvania,now-cast,Google Consumer Surveys,10/15/2016,10/19/2016,36.67,35.97,42.093059999999994,44.29325,67.0
South Dakota,now-cast,Google Consumer Surveys,9/27/2016,10/3/2016,36.16,37.36,42.9432,46.18193,66.0
Ohio,now-cast,SurveyMonkey,10/30/2016,11/6/2016,42.0,45.0,40.611909999999995,44.4155,88.0
West Virginia,now-cast,Google Consumer Surveys,8/17/2016,8/23/2016,25.72,47.13,33.42044,56.95671,55.0
Vermont,now-cast,SurveyMonkey,8/9/2016,9/1/2016,45.0,24.0,47.56436,30.08693,14.0
Connecticut,now-cast,Google Consumer Surveys,9/21/2016,9/26/2016,37.53,31.5,44.98816,40.22337,8.0
Florida,now-cast,Google Consumer Surveys,8/17/2016,8/23/2016,32.58,40.47,40.18773,50.13568,67.0
Virginia,now-cast,SurveyMonkey,10/30/2016,11/6/2016,49.0,39.0,47.6046,38.4111,134.0
Montana,now-cast,SurveyMonkey,11/1/2016,11/7/2016,30.0,52.0,28.56147,51.37007,56.0
Colorado,now-cast,Google Consumer Surveys,8/10/2016,8/16/2016,36.77,27.97,44.3962,38.14539,64.0
Oregon,now-cast,Google Consumer Surveys,8/24/2016,8/30/2016,42.39,27.93,50.31921,37.645540000000004,36.0
Ohio,now-cast,SurveyMonkey,8/9/2016,9/1/2016,37.0,40.0,39.18631,45.44074000000001,88.0
Nebraska,now-cast,Google Consumer Surveys,8/10/2016,8/16/2016,32.71,30.16,40.2533,40.1753,93.0
Nevada,now-cast,SurveyMonkey,10/17/2016,10/25/2016,44.0,44.0,42.56058,45.76300000000001,17.0
Alaska,now-cast,Google Consumer Surveys,10/10/2016,10/14/2016,34.6,29.98,40.26467,39.03119,29.0
New Mexico,now-cast,SurveyMonkey,10/20/2016,10/28/2016,43.0,35.0,41.57918,36.36615,33.0
Texas,now-cast,SurveyMonkey,10/28/2016,11/3/2016,42.0,47.0,40.66122,46.77991,254.0
Mississippi,now-cast,Google Consumer Surveys,8/24/2016,8/30/2016,25.24,47.98,32.57719,56.77644,82.0
Kentucky,now-cast,Google Consumer Surveys,8/17/2016,8/23/2016,34.88,39.74,42.45197,49.343579999999996,120.0
Arkansas,now-cast,Google Consumer Surveys,9/27/2016,10/3/2016,29.66,45.44,36.32439,54.01226,75.0
Georgia,now-cast,SurveyMonkey,10/27/2016,11/2/2016,45.0,45.0,43.63738,44.91425,159.0
Maine,now-cast,Google Consumer Surveys,10/20/2016,10/24/2016,46.47,26.61,51.83721,34.719409999999996,16.0
Utah,now-cast,SurveyMonkey,10/30/2016,11/6/2016,31.0,34.0,29.617259999999998,33.412079999999996,29.0
Arkansas,now-cast,SurveyMonkey,10/26/2016,11/1/2016,38.0,52.0,36.65503,52.19539,75.0
Ohio,now-cast,Google Consumer Surveys,10/4/2016,10/9/2016,32.41,35.84,38.41028,44.61922,88.0
Florida,now-cast,SurveyMonkey,10/29/2016,11/4/2016,47.0,45.0,45.66198,44.64393,67.0
Alaska,now-cast,SurveyMonkey,8/9/2016,9/1/2016,31.0,38.0,33.388020000000004,43.785509999999995,29.0
South Carolina,now-cast,Google Consumer Surveys,10/4/2016,10/9/2016,31.38,45.47,37.289559999999994,53.88355,46.0
New Jersey,now-cast,Google Consumer Surveys,8/17/2016,8/23/2016,37.78,31.6,45.48139000000001,41.42835,21.0
New Hampshire,now-cast,SurveyMonkey,10/27/2016,11/2/2016,47.0,37.0,45.72355,37.1302,10.0
Rhode Island,now-cast,SurveyMonkey,10/30/2016,11/6/2016,49.0,36.0,47.66067,35.44479000000001,5.0
Rhode Island,now-cast,Google Consumer Surveys,9/21/2016,9/26/2016,42.37,22.99,50.1046,32.11102,5.0
Montana,now-cast,Google Consumer Surveys,8/31/2016,9/6/2016,29.85,32.2,37.81114,41.61424,56.0
Connecticut,now-cast,SurveyMonkey,10/28/2016,11/3/2016,52.0,38.0,50.69288,37.837109999999996,8.0
Connecticut,now-cast,Google Consumer Surveys,10/25/2016,10/31/2016,40.48,31.84,45.93958,38.51607,8.0
South Carolina,now-cast,Google Consumer Surveys,10/10/2016,10/14/2016,29.99,44.27,35.56738,52.68275,46.0
Texas,now-cast,Google Consumer Surveys,8/17/2016,8/23/2016,32.89,38.78,40.44693,48.357479999999995,254.0
Pennsylvania,now-cast,Google Consumer Surveys,9/14/2016,9/20/2016,34.81,36.05,42.28175,44.48617,67.0
Louisiana,now-cast,SurveyMonkey,10/25/2016,10/31/2016,38.0,51.0,36.62239,51.303490000000004,64.0
Maryland,now-cast,Google Consumer Surveys,9/21/2016,9/26/2016,40.59,28.62,47.797129999999996,36.982279999999996,24.0
Tennessee,now-cast,SurveyMonkey,11/1/2016,11/7/2016,41.0,49.0,39.5452,48.36168,95.0
Arizona,now-cast,SurveyMonkey,10/20/2016,10/28/2016,42.0,43.0,40.5763,44.33535,15.0
Arkansas,now-cast,SurveyMonkey,10/25/2016,10/31/2016,39.0,52.0,37.6444,52.39801,75.0
Idaho,now-cast,SurveyMonkey,10/18/2016,10/26/2016,29.0,49.0,27.56346,50.717,44.0
New Jersey,now-cast,Google Consumer Surveys,10/4/2016,10/9/2016,40.3,34.19,46.32584,43.07227,21.0
Colorado,now-cast,Google Consumer Surveys,10/20/2016,10/24/2016,40.48,26.21,45.83244000000001,34.11909,64.0
Colorado,now-cast,Google Consumer Surveys,11/1/2016,11/7/2016,47.11,29.95,52.455980000000004,35.4725,64.0
Wyoming,now-cast,SurveyMonkey,10/29/2016,11/4/2016,22.0,60.0,20.67782,59.66473000000001,23.0
Idaho,now-cast,Google Consumer Surveys,9/21/2016,9/26/2016,22.61,46.46,29.9884,55.06863000000001,44.0
Utah,now-cast,Google Consumer Surveys,8/31/2016,9/6/2016,20.3,27.92,28.178109999999997,37.21578,29.0
Massachusetts,now-cast,SurveyMonkey,8/9/2016,9/1/2016,48.0,29.0,50.69475,35.30979,14.0
Kansas,now-cast,SurveyMonkey,10/17/2016,10/25/2016,36.0,48.0,34.56647,49.84568,105.0
Tennessee,now-cast,SurveyMonkey,10/18/2016,10/26/2016,38.0,50.0,36.551109999999994,51.54956,95.0
New York,now-cast,SurveyMonkey,10/27/2016,11/2/2016,58.0,32.0,56.67355,32.0049,62.0
Nevada,now-cast,Google Consumer Surveys,8/31/2016,9/6/2016,34.75,33.81,42.5351,42.97307,17.0
North Carolina,now-cast,SurveyMonkey,10/8/2016,10/16/2016,46.0,40.0,44.80827,42.3839,100.0
Montana,now-cast,SurveyMonkey,10/26/2016,11/1/2016,34.0,50.0,32.68209,50.28685,56.0
Tennessee,now-cast,Google Consumer Surveys,8/24/2016,8/30/2016,27.05,44.62,34.71867,53.93105,95.0
Wisconsin,now-cast,SurveyMonkey,10/28/2016,11/3/2016,45.0,43.0,43.68096,42.81557,72.0
Missouri,now-cast,SurveyMonkey,10/26/2016,11/1/2016,39.0,47.0,37.6545,47.19359,115.0
Kansas,now-cast,SurveyMonkey,10/24/2016,10/30/2016,36.0,47.0,34.65746,47.69028,105.0
Utah,now-cast,Google Consumer Surveys,10/25/2016,10/31/2016,28.18,29.39,33.627990000000004,36.01632,29.0
Maine,now-cast,SurveyMonkey,10/29/2016,11/4/2016,47.0,39.0,45.70541,38.70097,16.0
Arizona,now-cast,Google Consumer Surveys,8/10/2016,8/16/2016,37.14,32.91,44.67928,42.91752,15.0
Louisiana,now-cast,Google Consumer Surveys,10/25/2016,10/31/2016,28.59,49.58,33.998509999999996,56.03676,64.0
Alaska,now-cast,Google Consumer Surveys,10/25/2016,10/31/2016,29.31,32.58,34.76924,39.2546,29.0
Maine,now-cast,SurveyMonkey,10/27/2016,11/2/2016,47.0,38.0,45.71184,38.10087,16.0
Nevada,now-cast,SurveyMonkey,10/26/2016,11/1/2016,42.0,43.0,40.663270000000004,43.22325,17.0
North Carolina,now-cast,Google Consumer Surveys,8/24/2016,8/30/2016,33.74,37.33,41.29218,46.46021,100.0
Michigan,now-cast,Google Consumer Surveys,8/17/2016,8/23/2016,33.34,33.02,40.99382,42.76575,83.0
Washington,now-cast,SurveyMonkey,10/27/2016,11/2/2016,54.0,34.0,52.69475,34.05803,39.0
Texas,now-cast,SurveyMonkey,11/1/2016,11/7/2016,43.0,46.0,41.54497,45.36156,254.0
Missouri,now-cast,Google Consumer Surveys,10/25/2016,10/31/2016,37.32,38.14,42.75,44.68907,115.0
Wisconsin,now-cast,Google Consumer Surveys,10/15/2016,10/19/2016,38.22,28.86,43.66438,37.42672,72.0
New Jersey,now-cast,SurveyMonkey,10/27/2016,11/2/2016,54.0,38.0,52.67845,38.01717,21.0
Tennessee,now-cast,Google Consumer Surveys,10/15/2016,10/19/2016,26.92,44.64,32.346509999999995,53.00269,95.0
Vermont,now-cast,Google Consumer Surveys,8/10/2016,8/16/2016,59.87,9.46,67.70699,20.042460000000002,14.0
Maine,now-cast,SurveyMonkey,10/25/2016,10/31/2016,49.0,37.0,47.69079,37.59721,16.0
Vermont,now-cast,SurveyMonkey,10/17/2016,10/25/2016,54.0,23.0,52.58684,25.13179,14.0
New Mexico,now-cast,Google Consumer Surveys,10/10/2016,10/14/2016,40.3,22.32,45.94542,31.23043,33.0
New Hampshire,now-cast,SurveyMonkey,10/24/2016,10/30/2016,46.0,36.0,44.697379999999995,36.89618,10.0
Oklahoma,now-cast,SurveyMonkey,10/24/2016,10/30/2016,30.0,57.0,28.63657000000001,57.5826,77.0
Maryland,now-cast,Google Consumer Surveys,10/15/2016,10/19/2016,49.12,25.44,54.544059999999995,33.77474,24.0
Massachusetts,now-cast,SurveyMonkey,10/18/2016,10/26/2016,60.0,29.0,58.59106,31.091409999999996,14.0
Rhode Island,now-cast,Google Consumer Surveys,10/25/2016,10/31/2016,38.44,36.63,43.93459,43.45639,5.0
Missouri,now-cast,SurveyMonkey,10/28/2016,11/3/2016,39.0,49.0,37.66132,48.78009,115.0
Alaska,now-cast,SurveyMonkey,10/17/2016,10/25/2016,31.0,46.0,29.574279999999998,47.95535,29.0
California,now-cast,Google Consumer Surveys,10/10/2016,10/14/2016,48.27,26.89,53.90438,35.71965,58.0
Georgia,now-cast,SurveyMonkey,10/17/2016,10/25/2016,44.0,47.0,42.54002,48.4743,159.0
Wisconsin,now-cast,SurveyMonkey,10/27/2016,11/2/2016,44.0,42.0,42.68139,42.02454,72.0
Florida,now-cast,Google Consumer Surveys,8/31/2016,9/6/2016,31.35,39.97,39.105979999999995,49.09153,67.0
West Virginia,now-cast,Google Consumer Surveys,9/7/2016,9/13/2016,36.13,35.28,43.90821,44.20785,55.0
Vermont,now-cast,Google Consumer Surveys,11/1/2016,11/7/2016,52.12,18.86,57.4811,24.3903,14.0
Alaska,now-cast,SurveyMonkey,10/26/2016,11/1/2016,37.0,46.0,35.68492,46.29639,29.0
Georgia,now-cast,Google Consumer Surveys,10/4/2016,10/9/2016,30.76,42.67,36.666579999999996,51.07155,159.0
Iowa,now-cast,Google Consumer Surveys,9/14/2016,9/20/2016,29.97,30.86,37.684329999999996,39.61278,99.0
Illinois,now-cast,Google Consumer Surveys,8/17/2016,8/23/2016,35.37,28.77,42.970729999999996,38.42354,102.0
North Carolina,now-cast,SurveyMonkey,10/20/2016,10/28/2016,48.0,43.0,46.5582,44.14214000000001,100.0
Hawaii,now-cast,Google Consumer Surveys,10/20/2016,10/24/2016,46.73,27.11,52.09284,35.1602,5.0
Michigan,now-cast,SurveyMonkey,10/8/2016,10/16/2016,45.0,37.0,43.846470000000004,39.663270000000004,83.0
Oregon,now-cast,SurveyMonkey,10/26/2016,11/1/2016,51.0,36.0,49.68304000000001,36.29005,36.0
District of Columbia,now-cast,Google Consumer Surveys,10/4/2016,10/9/2016,57.9,15.1,64.07840999999999,24.59721,1.0
Arizona,now-cast,SurveyMonkey,10/30/2016,11/6/2016,45.0,43.0,43.61742,42.41881,15.0
Alaska,now-cast,Google Consumer Surveys,10/25/2016,10/27/2016,38.0,39.0,43.44551,46.14617,29.0
Arizona,now-cast,SurveyMonkey,10/25/2016,10/31/2016,43.0,44.0,41.657759999999996,44.45537,15.0
Massachusetts,now-cast,Google Consumer Surveys,10/20/2016,10/24/2016,50.28,24.09,55.657180000000004,32.33467,14.0
Vermont,now-cast,SurveyMonkey,10/30/2016,11/6/2016,60.0,27.0,58.64679,26.43645,14.0
Missouri,now-cast,SurveyMonkey,8/9/2016,9/1/2016,34.0,43.0,36.11781,48.32367,115.0
Louisiana,now-cast,Google Consumer Surveys,8/31/2016,9/6/2016,23.88,50.15,31.37371,58.89734,64.0
Wyoming,now-cast,Google Consumer Surveys,9/27/2016,10/3/2016,18.8,35.07,25.57931,43.88375,23.0
Alabama,now-cast,SurveyMonkey,10/24/2016,10/30/2016,36.0,54.0,34.61309,54.46149000000001,67.0
North Dakota,now-cast,SurveyMonkey,10/28/2016,11/3/2016,29.0,56.0,27.700640000000003,55.851119999999995,53.0
New York,now-cast,Google Consumer Surveys,10/25/2016,10/31/2016,42.3,30.2,47.74107,36.79659,62.0
District of Columbia,now-cast,SurveyMonkey,10/20/2016,10/28/2016,87.0,5.0,85.6121,6.717648,1.0
Michigan,now-cast,Google Consumer Surveys,9/7/2016,9/13/2016,34.61,31.05,42.34016,39.91345,83.0
North Carolina,now-cast,Google Consumer Surveys,10/15/2016,10/19/2016,37.81,38.07,43.22454000000001,46.29605,100.0
Delaware,now-cast,Google Consumer Surveys,10/15/2016,10/19/2016,37.21,28.18,42.64100000000001,36.59388,3.0
New Jersey,now-cast,Google Consumer Surveys,8/31/2016,9/6/2016,35.95,33.11,43.80534,42.373290000000004,21.0
Tennessee,now-cast,Google Consumer Surveys,9/21/2016,9/26/2016,25.38,47.7,32.60674,56.09048000000001,95.0
Hawaii,now-cast,Google Consumer Surveys,9/21/2016,9/26/2016,42.4,21.69,49.941359999999996,30.533040000000003,5.0
Virginia,now-cast,SurveyMonkey,10/17/2016,10/25/2016,48.0,39.0,46.55426,40.67419,134.0
Arkansas,now-cast,Google Consumer Surveys,9/14/2016,9/20/2016,36.41,35.42,43.91534,43.900009999999995,75.0
Alabama,now-cast,SurveyMonkey,10/17/2016,10/25/2016,36.0,52.0,34.53685,53.42965,67.0
New Mexico,now-cast,Google Consumer Surveys,9/21/2016,9/26/2016,37.92,26.02,45.286559999999994,34.61162,33.0
Alaska,now-cast,Google Consumer Surveys,10/15/2016,10/19/2016,28.07,36.9,33.525059999999996,45.5886,29.0
Colorado,now-cast,SurveyMonkey,10/17/2016,10/25/2016,44.0,38.0,42.57079,39.90629000000001,64.0
New York,now-cast,Google Consumer Surveys,9/7/2016,9/13/2016,39.81,31.36,47.54583,40.23104,62.0
New Jersey,now-cast,SurveyMonkey,10/28/2016,11/3/2016,55.0,37.0,53.67802,36.81026,21.0
Oregon,now-cast,SurveyMonkey,8/9/2016,9/1/2016,47.0,32.0,49.37133,37.757,36.0
Nevada,now-cast,Google Consumer Surveys,10/15/2016,10/19/2016,36.7,35.81,42.13456,44.26457,17.0
Delaware,now-cast,Google Consumer Surveys,8/10/2016,8/16/2016,34.47,32.29,41.93101,42.14638,3.0
Colorado,now-cast,SurveyMonkey,10/30/2016,11/6/2016,43.0,39.0,41.62600000000001,38.42396,64.0
Texas,now-cast,SurveyMonkey,10/30/2016,11/6/2016,42.0,47.0,40.605509999999995,46.41166,254.0
Nebraska,now-cast,Google Consumer Surveys,9/7/2016,9/13/2016,23.7,45.78,31.46677,54.692519999999995,93.0
Rhode Island,now-cast,SurveyMonkey,10/25/2016,10/31/2016,49.0,36.0,47.70847,36.67313,5.0
Vermont,now-cast,SurveyMonkey,11/1/2016,11/7/2016,61.0,25.0,59.57499,24.37704,14.0
New Mexico,now-cast,Google Consumer Surveys,9/14/2016,9/20/2016,30.14,29.76,37.80177,38.44417,33.0
Washington,now-cast,Google Consumer Surveys,9/27/2016,10/3/2016,45.41,24.67,52.2486,33.608340000000005,39.0
Montana,now-cast,SurveyMonkey,10/29/2016,11/4/2016,32.0,53.0,30.68406,52.67292,56.0
Connecticut,now-cast,SurveyMonkey,10/25/2016,10/31/2016,51.0,39.0,49.67346,39.5228,8.0
Ohio,now-cast,Google Consumer Surveys,10/15/2016,10/19/2016,33.83,38.97,39.26355,47.413059999999994,88.0
Maine,now-cast,Google Consumer Surveys,11/1/2016,11/7/2016,52.03,21.28,57.39023,26.80985,16.0
Wisconsin,now-cast,SurveyMonkey,10/20/2016,10/28/2016,43.0,42.0,41.57948,43.36935,72.0
Indiana,now-cast,SurveyMonkey,10/26/2016,11/1/2016,37.0,52.0,35.65121,52.1825,92.0
New Hampshire,now-cast,SurveyMonkey,11/1/2016,11/7/2016,47.0,38.0,45.580909999999996,37.38008,10.0
Virginia,now-cast,Google Consumer Surveys,8/31/2016,9/6/2016,36.11,29.32,43.80161,38.34969,134.0
Mississippi,now-cast,Google Consumer Surveys,9/27/2016,10/3/2016,24.3,45.98,30.764909999999997,54.1331,82.0
Illinois,now-cast,Google Consumer Surveys,8/10/2016,8/16/2016,37.04,26.64,44.49982,36.49409,102.0
New Mexico,now-cast,Google Consumer Surveys,8/17/2016,8/23/2016,41.65,25.13,49.37273,34.99542,33.0
Indiana,now-cast,Google Consumer Surveys,10/10/2016,10/14/2016,38.24,32.72,43.8493,41.36624000000001,92.0
Connecticut,now-cast,SurveyMonkey,8/9/2016,9/1/2016,44.0,33.0,46.39118,38.79092,8.0
Pennsylvania,now-cast,SurveyMonkey,8/9/2016,9/1/2016,41.0,38.0,43.08788,43.27251,67.0
Illinois,now-cast,SurveyMonkey,11/1/2016,11/7/2016,52.0,35.0,50.54793,34.36309,102.0
Indiana,now-cast,Google Consumer Surveys,10/20/2016,10/24/2016,34.08,33.95,39.41503,41.62300000000001,92.0
South Dakota,now-cast,SurveyMonkey,10/27/2016,11/2/2016,29.0,53.0,27.68442000000001,53.03215,66.0
Missouri,now-cast,SurveyMonkey,10/27/2016,11/2/2016,39.0,48.0,37.66173,47.97527,115.0
Oregon,now-cast,Google Consumer Surveys,8/17/2016,8/23/2016,37.86,25.34,45.66948,35.35606,36.0
Oklahoma,now-cast,SurveyMonkey,10/30/2016,11/6/2016,32.0,56.0,30.60235,55.40976,77.0
Maryland,now-cast,Google Consumer Surveys,10/4/2016,10/9/2016,48.14,25.89,54.110409999999995,34.548809999999996,24.0
Hawaii,now-cast,Google Consumer Surveys,10/4/2016,10/9/2016,49.42,29.17,55.52175,38.35823,5.0
Missouri,now-cast,Google Consumer Surveys,10/20/2016,10/24/2016,34.99,36.54,40.327059999999996,44.24049,115.0
Hawaii,now-cast,SurveyMonkey,10/17/2016,10/25/2016,49.0,34.0,47.58144,36.05596,5.0
Virginia,now-cast,Google Consumer Surveys,8/24/2016,8/30/2016,38.52,29.96,46.17488,39.24965,134.0
Delaware,now-cast,Google Consumer Surveys,10/10/2016,10/14/2016,41.18,28.45,46.802929999999996,37.1959,3.0
Washington,now-cast,Google Consumer Surveys,9/14/2016,9/20/2016,36.97,28.2,44.74758,37.03533,39.0
Kentucky,now-cast,SurveyMonkey,10/24/2016,10/30/2016,31.0,59.0,29.64185,59.609790000000004,120.0
Nebraska,now-cast,Google Consumer Surveys,10/25/2016,10/31/2016,27.37,41.53,32.81434,48.14063,93.0
New Mexico,now-cast,SurveyMonkey,10/29/2016,11/4/2016,41.0,36.0,39.67511,35.66117,33.0
Nebraska,now-cast,Google Consumer Surveys,8/24/2016,8/30/2016,28.7,34.35,36.503640000000004,43.87058,93.0
New Jersey,now-cast,Google Consumer Surveys,11/1/2016,11/7/2016,39.37,32.57,44.71085,38.089859999999994,21.0
Rhode Island,now-cast,SurveyMonkey,8/9/2016,9/1/2016,41.0,33.0,43.71479,39.34404,5.0
Kentucky,now-cast,Google Consumer Surveys,10/26/2016,10/28/2016,24.8,38.2,31.09015,46.76224000000001,120.0
Connecticut,now-cast,SurveyMonkey,11/1/2016,11/7/2016,52.0,36.0,50.56337,35.37104,8.0
Mississippi,now-cast,SurveyMonkey,10/20/2016,10/28/2016,42.0,49.0,40.54245,49.97395,82.0
Kansas,now-cast,Google Consumer Surveys,8/24/2016,8/30/2016,43.82,26.61,51.65276,36.1758,105.0
New Hampshire,now-cast,SurveyMonkey,10/18/2016,10/26/2016,49.0,35.0,47.58813,37.05165,10.0
Florida,now-cast,Google Consumer Surveys,9/27/2016,10/3/2016,34.54,42.36,41.23265,50.99165,67.0
Connecticut,now-cast,Google Consumer Surveys,9/27/2016,10/3/2016,44.46,26.58,51.29098,35.50233,8.0
Pennsylvania,now-cast,SurveyMonkey,10/28/2016,11/3/2016,46.0,43.0,44.65787,42.77385,67.0
California,now-cast,SurveyMonkey,10/27/2016,11/2/2016,56.0,29.0,54.67403,29.0061,58.0
Michigan,now-cast,Google Consumer Surveys,11/1/2016,11/7/2016,35.18,34.05,40.51764,39.5682,83.0
Wyoming,now-cast,Google Consumer Surveys,8/10/2016,8/16/2016,21.98,40.77,29.577109999999998,50.88921,23.0
Nevada,now-cast,Google Consumer Surveys,10/4/2016,10/9/2016,43.81,30.43,49.81346,39.22202,17.0
Kentucky,now-cast,SurveyMonkey,11/1/2016,11/7/2016,35.0,54.0,33.54599,53.36208000000001,120.0
Oregon,now-cast,Google Consumer Surveys,10/4/2016,10/9/2016,48.54,23.82,54.60239,32.84959,36.0
Arizona,now-cast,SurveyMonkey,10/26/2016,11/1/2016,42.0,43.0,40.668929999999996,43.24237,15.0
Oklahoma,now-cast,SurveyMonkey,10/29/2016,11/4/2016,31.0,57.0,29.6523,56.631209999999996,77.0
Ohio,now-cast,SurveyMonkey,10/24/2016,10/30/2016,41.0,44.0,39.64763,44.63961,88.0
Nebraska,now-cast,SurveyMonkey,10/29/2016,11/4/2016,34.0,52.0,32.6713,51.65617,93.0
Delaware,now-cast,SurveyMonkey,10/17/2016,10/25/2016,52.0,34.0,50.5582,35.72956,3.0
Idaho,now-cast,Google Consumer Surveys,10/25/2016,10/31/2016,21.81,44.25,27.25948,50.882690000000004,44.0
New Mexico,now-cast,SurveyMonkey,10/17/2016,10/25/2016,41.0,34.0,39.56686,35.85125,33.0
Alaska,now-cast,Google Consumer Surveys,10/4/2016,10/9/2016,29.97,27.17,36.03799,36.222159999999995,29.0
Idaho,now-cast,SurveyMonkey,10/17/2016,10/25/2016,29.0,50.0,27.56785,51.8651,44.0
Illinois,now-cast,SurveyMonkey,10/20/2016,10/28/2016,51.0,34.0,49.56984,35.26638,102.0
North Carolina,now-cast,SurveyMonkey,10/29/2016,11/4/2016,48.0,41.0,46.643840000000004,40.6201,100.0
California,now-cast,SurveyMonkey,10/24/2016,10/30/2016,55.0,30.0,53.651680000000006,30.66049000000001,58.0
Massachusetts,now-cast,Google Consumer Surveys,9/14/2016,9/20/2016,50.03,23.57,58.08984,32.773740000000004,14.0
California,now-cast,SurveyMonkey,10/30/2016,11/6/2016,56.0,30.0,54.61541,29.4176,58.0
Arkansas,now-cast,Google Consumer Surveys,10/4/2016,10/9/2016,34.69,40.24,40.66887,48.93294,75.0
Pennsylvania,now-cast,SurveyMonkey,10/29/2016,11/4/2016,46.0,43.0,44.65289,42.63198,67.0
Louisiana,now-cast,SurveyMonkey,10/20/2016,10/28/2016,37.0,54.0,35.55144,55.069919999999996,64.0
Alabama,now-cast,Google Consumer Surveys,9/21/2016,9/26/2016,29.18,48.39,36.18659,56.463809999999995,67.0
Georgia,now-cast,Google Consumer Surveys,10/10/2016,10/14/2016,30.22,41.25,35.79574,49.65076,159.0
South Carolina,now-cast,Google Consumer Surveys,9/14/2016,9/20/2016,33.23,40.95,40.53526,49.168859999999995,46.0
Montana,now-cast,SurveyMonkey,10/30/2016,11/6/2016,31.0,53.0,29.62821,52.425290000000004,56.0
West Virginia,now-cast,SurveyMonkey,10/26/2016,11/1/2016,29.0,55.0,27.670679999999997,55.248259999999995,55.0
Nevada,now-cast,Google Consumer Surveys,10/20/2016,10/24/2016,36.38,33.18,41.72248,40.95402,17.0
Pennsylvania,now-cast,Google Consumer Surveys,8/10/2016,8/16/2016,40.37,30.59,47.76137,40.3119,67.0
Delaware,now-cast,SurveyMonkey,10/26/2016,11/1/2016,50.0,38.0,48.65951,38.21053,3.0
Michigan,now-cast,Google Consumer Surveys,9/21/2016,9/26/2016,37.28,29.9,44.587270000000004,38.40633,83.0
