state,type,pollster,startdate,enddate,rawpoll_clinton,rawpoll_trump,adjpoll_clinton,adjpoll_trump
Utah,now-cast,SurveyMonkey,10/25/2016,10/31/2016,30.0,33.0,28.63614,33.41117
North Dakota,now-cast,Google Consumer Surveys,10/4/2016,10/9/2016,13.34,63.29,19.43162,72.43739000000002
Illinois,now-cast,Ipsos,9/30/2016,10/6/2016,57.49,31.29,56.7558,32.47121
New York,now-cast,Ipsos,9/30/2016,10/6/2016,54.76,31.07,54.29954,32.57498
U.S.,now-cast,CVOTER International,10/13/2016,10/19/2016,50.27,45.57,47.63827,43.53853
Florida,now-cast,SurveyMonkey,10/29/2016,11/4/2016,47.0,45.0,45.66198,44.64393
Virginia,now-cast,SurveyMonkey,10/26/2016,11/1/2016,49.0,39.0,47.65328,39.18948
Illinois,now-cast,SurveyMonkey,10/27/2016,11/2/2016,53.0,36.0,51.66673,35.9878
U.S.,now-cast,USC Dornsife/LA Times,10/19/2016,10/25/2016,44.2,45.3,45.32127,43.49073
New Jersey,now-cast,SurveyMonkey,10/26/2016,11/1/2016,55.0,36.0,53.67078000000001,36.24863
Maine CD-2,now-cast,Maine People's Resource Center,8/17/2016,8/20/2016,37.8,33.6,41.4566,38.43754000000001
Florida,now-cast,YouGov,8/10/2016,8/12/2016,45.0,40.0,47.89489,44.33909
Alabama,now-cast,SurveyMonkey,10/26/2016,11/1/2016,37.0,52.0,35.62576,52.09648
U.S.,now-cast,Gravis Marketing,10/25/2016,10/26/2016,46.0,45.0,46.10431,45.92616
Texas,now-cast,SurveyMonkey,10/28/2016,11/3/2016,42.0,47.0,40.66122,46.77991
Alaska,now-cast,SurveyMonkey,8/9/2016,9/1/2016,31.0,38.0,33.388020000000004,43.78551
Hawaii,now-cast,SurveyMonkey,10/17/2016,10/25/2016,49.0,34.0,47.58144,36.05596
Minnesota,now-cast,SurveyMonkey,10/25/2016,10/31/2016,46.0,37.0,44.66415,37.48281
California,now-cast,Ipsos,10/7/2016,10/13/2016,65.89,22.37,64.77056999999999,23.88073
Massachusetts,now-cast,SurveyMonkey,10/25/2016,10/31/2016,58.0,29.0,56.7063,29.66382
Arkansas,now-cast,SurveyMonkey,10/24/2016,10/30/2016,37.0,53.0,35.64083,53.60453
Colorado,now-cast,SurveyMonkey,10/28/2016,11/3/2016,44.0,40.0,42.68686,39.82622
Arizona,now-cast,SurveyMonkey,10/28/2016,11/3/2016,44.0,43.0,42.67612,42.80683
Missouri,now-cast,SurveyMonkey,10/18/2016,10/26/2016,37.0,49.0,35.55094000000001,50.54723
Wisconsin,now-cast,Google Consumer Surveys,10/15/2016,10/19/2016,38.22,28.86,43.66438,37.42672
Alaska,now-cast,Google Consumer Surveys,10/4/2016,10/9/2016,29.97,27.17,36.03799,36.22216
Louisiana,now-cast,SurveyMonkey,10/18/2016,10/26/2016,38.0,53.0,36.53712,54.35978000000001
Maryland,now-cast,SurveyMonkey,10/24/2016,10/30/2016,63.0,27.0,61.63813,27.59066
U.S.,now-cast,Rasmussen Reports/Pulse Opinion Research,10/19/2016,10/23/2016,41.0,43.0,41.4879,45.56438
U.S.,now-cast,Rasmussen Reports/Pulse Opinion Research,10/16/2016,10/18/2016,42.0,42.0,42.57558,45.10158
Virginia,now-cast,SurveyMonkey,10/25/2016,10/31/2016,48.0,38.0,46.64272,38.39079
New Jersey,now-cast,Ipsos,9/30/2016,10/13/2016,49.93,32.23,49.46047,34.194990000000004
Louisiana,now-cast,SurveyMonkey,10/25/2016,10/31/2016,38.0,51.0,36.62239,51.30349
Missouri,now-cast,SurveyMonkey,10/26/2016,11/1/2016,39.0,47.0,37.6545,47.19359
Tennessee,now-cast,Google Consumer Surveys,10/10/2016,10/14/2016,31.08,43.0,36.69515,51.68901
U.S.,now-cast,Ipsos,10/3/2016,10/7/2016,43.2,37.3,42.10163,38.37226
Maine CD-1,now-cast,Maine People's Resource Center,8/17/2016,8/20/2016,45.2,30.9,49.0328,36.04805
Ohio,now-cast,SurveyMonkey,10/28/2016,11/3/2016,41.0,46.0,39.66923,45.79438
Maryland,now-cast,Ipsos,9/23/2016,10/6/2016,53.07,31.74,52.54697,32.68572
Montana,now-cast,SurveyMonkey,8/9/2016,9/1/2016,31.0,44.0,33.36292,49.74262
North Dakota,now-cast,SurveyMonkey,8/9/2016,9/1/2016,26.0,51.0,28.45838,56.90579
Georgia,now-cast,Lake Research Partners,6/30/2016,7/6/2016,41.0,40.0,41.66522,43.51513
South Carolina,now-cast,Google Consumer Surveys,10/10/2016,10/14/2016,29.99,44.27,35.56738,52.68275
U.S.,now-cast,CNN/Opinion Research Corp.,7/29/2016,7/31/2016,45.0,37.0,47.74229,40.72108
U.S.,now-cast,Public Policy Polling,7/29/2016,7/30/2016,46.0,41.0,47.78102,44.52665
Vermont,now-cast,SurveyMonkey,10/17/2016,10/25/2016,54.0,23.0,52.58684,25.13179
Michigan,now-cast,"Glengariff Group, Inc.",7/30/2016,8/1/2016,41.0,31.6,44.71145,37.31316
Arizona,now-cast,Ipsos,9/23/2016,10/6/2016,42.22,49.06,41.30722,49.71753
California,now-cast,SurveyMonkey,10/27/2016,11/2/2016,56.0,29.0,54.67403,29.0061
Indiana,now-cast,SurveyMonkey,10/27/2016,11/2/2016,36.0,51.0,34.658359999999995,50.96682
U.S.,now-cast,The Times-Picayune/Lucid,10/23/2016,10/25/2016,43.0,39.0,43.32995,43.25058
South Dakota,now-cast,SurveyMonkey,10/17/2016,10/25/2016,32.0,52.0,30.56902,53.88144000000001
New Jersey,now-cast,Google Consumer Surveys,10/15/2016,10/19/2016,41.22,32.52,46.66167,41.05576
New Jersey,now-cast,SurveyMonkey,10/25/2016,10/31/2016,55.0,35.0,53.65954,35.46301
Georgia,now-cast,SurveyMonkey,10/25/2016,10/31/2016,44.0,46.0,42.62111,46.29797
Illinois,now-cast,SurveyMonkey,10/18/2016,10/26/2016,52.0,34.0,50.55395,35.58803
Virginia,now-cast,SurveyMonkey,10/18/2016,10/26/2016,48.0,39.0,46.55019,40.53703
U.S.,now-cast,CVOTER International,10/12/2016,10/18/2016,49.63,46.26,47.00659,44.26237
Michigan,now-cast,SurveyMonkey,10/28/2016,11/3/2016,44.0,43.0,42.67249,42.80027000000001
West Virginia,now-cast,SurveyMonkey,10/17/2016,10/25/2016,29.0,61.0,27.56527,62.82879000000001
Rhode Island,now-cast,Google Consumer Surveys,9/27/2016,10/3/2016,44.76,28.48,51.79166,37.82401
Missouri,now-cast,SurveyMonkey,10/25/2016,10/31/2016,39.0,46.0,37.64389,46.39581
Iowa,now-cast,SurveyMonkey,10/18/2016,10/26/2016,41.0,44.0,39.56627,45.75511
Nebraska,now-cast,SurveyMonkey,10/25/2016,10/31/2016,32.0,52.0,30.65823,52.45737
Idaho,now-cast,Google Consumer Surveys,10/4/2016,10/9/2016,24.82,32.89,30.85771,41.8201
Delaware,now-cast,Ipsos,9/16/2016,10/6/2016,46.26,35.62,45.73281,36.10011
Kentucky,now-cast,Google Consumer Surveys,10/10/2016,10/14/2016,29.49,41.89,35.10733,50.59499
Connecticut,now-cast,Ipsos,9/9/2016,9/29/2016,52.01,34.09,51.91162,34.58093
U.S.,now-cast,Ipsos,9/25/2016,9/29/2016,41.1,37.9,42.81522,40.76715
Tennessee,now-cast,SurveyMonkey,10/26/2016,11/1/2016,40.0,51.0,38.65477,51.19453
Oregon,now-cast,Ipsos,9/23/2016,10/6/2016,51.33,36.0,50.37568,36.70156
Maine,now-cast,Ipsos,9/16/2016,10/6/2016,45.94,33.06,45.06652,33.37918
North Carolina,now-cast,SurveyMonkey,10/28/2016,11/3/2016,48.0,42.0,46.64865,41.75719
South Dakota,now-cast,Ipsos,9/9/2016,9/29/2016,31.67,46.8,30.56913,46.26689
District of Columbia,now-cast,Google Consumer Surveys,9/27/2016,10/3/2016,62.21,9.8,69.24297,19.14678
Nebraska,now-cast,Google Consumer Surveys,10/4/2016,10/9/2016,26.88,39.06,32.90178,47.92586
South Dakota,now-cast,SurveyMonkey,8/9/2016,9/1/2016,29.0,43.0,31.31414,48.65924
Alabama,now-cast,SurveyMonkey,10/25/2016,10/31/2016,35.0,55.0,33.61628,55.27724
Ohio,now-cast,Google Consumer Surveys,10/15/2016,10/19/2016,33.83,38.97,39.26355,47.41306
Massachusetts,now-cast,SurveyMonkey,10/18/2016,10/26/2016,60.0,29.0,58.59106,31.09141
Connecticut,now-cast,SurveyMonkey,10/26/2016,11/1/2016,51.0,38.0,49.68528,38.2976
Utah,now-cast,SurveyMonkey,10/18/2016,10/26/2016,29.0,32.0,27.5147,33.58913
Iowa,now-cast,Google Consumer Surveys,10/10/2016,10/14/2016,32.59,35.59,38.24546,44.57381
Washington,now-cast,SurveyMonkey,10/26/2016,11/1/2016,54.0,34.0,52.68666,34.30228
U.S.,now-cast,USC Dornsife/LA Times,10/18/2016,10/24/2016,44.97,44.07,46.05056,42.35777
Washington,now-cast,Ipsos,9/16/2016,9/29/2016,48.94,35.28,48.77788,35.8499
Arizona,now-cast,MBQF,8/1/2016,8/1/2016,45.0,42.0,46.41916,46.4745
Tennessee,now-cast,Ipsos,9/23/2016,10/6/2016,33.86,48.57,33.4615,49.65593
New York,now-cast,SurveyMonkey,10/26/2016,11/1/2016,57.0,33.0,55.66601,33.23251
Alabama,now-cast,SurveyMonkey,10/18/2016,10/26/2016,36.0,52.0,34.533190000000005,53.30648000000001
Idaho,now-cast,Ipsos,9/16/2016,10/6/2016,31.01,55.22,30.059990000000006,55.34184000000001
Texas,now-cast,Google Consumer Surveys,10/15/2016,10/19/2016,33.31,40.79,38.73616,49.14864
Mississippi,now-cast,Ipsos,9/16/2016,10/6/2016,39.96,51.09,40.17595,52.14103
Washington,now-cast,SurveyMonkey,10/25/2016,10/31/2016,53.0,34.0,51.67479,34.52851
Utah,now-cast,SurveyMonkey,10/24/2016,10/30/2016,30.0,33.0,28.62865,33.62269000000001
Ohio,now-cast,SurveyMonkey,10/8/2016,10/16/2016,41.0,44.0,39.84124,46.62506
Pennsylvania,now-cast,SurveyMonkey,10/27/2016,11/2/2016,47.0,42.0,45.65827,41.96659
Wisconsin,now-cast,SurveyMonkey,10/27/2016,11/2/2016,44.0,42.0,42.68139,42.02454
U.S.,now-cast,Gravis Marketing,10/20/2016,10/23/2016,50.0,50.0,48.64552,50.29992
Pennsylvania,now-cast,Franklin & Marshall College,7/29/2016,8/1/2016,49.0,36.0,50.83384,41.7181
Arizona,now-cast,SurveyMonkey,10/8/2016,10/16/2016,41.0,44.0,39.85229,46.70585
Illinois,now-cast,SurveyMonkey,10/26/2016,11/1/2016,52.0,35.0,50.65937,35.21005
Alabama,now-cast,Google Consumer Surveys,10/10/2016,10/14/2016,19.61,54.78,25.17749,63.12038
West Virginia,now-cast,Google Consumer Surveys,10/4/2016,10/9/2016,27.41,50.21,33.43553,59.09098
Connecticut,now-cast,Google Consumer Surveys,10/10/2016,10/14/2016,48.96,27.69,54.62526,36.74548
Illinois,now-cast,SurveyMonkey,10/25/2016,10/31/2016,52.0,35.0,50.64857,35.41591
Kansas,now-cast,Ipsos,9/16/2016,10/6/2016,34.85,55.3,33.471779999999995,54.98438
U.S.,now-cast,Penn Schoen Berland,7/22/2016,7/24/2016,41.0,44.0,44.38416,47.16982
Oklahoma,now-cast,SurveyMonkey,10/26/2016,11/1/2016,32.0,55.0,30.650540000000003,55.18023
U.S.,now-cast,Ipsos,9/30/2016,10/4/2016,42.4,36.2,43.60487,39.21577
South Dakota,now-cast,Google Consumer Surveys,10/4/2016,10/9/2016,32.71,36.87,38.75319,45.8222
Oregon,now-cast,SurveyMonkey,10/26/2016,11/1/2016,51.0,36.0,49.68304000000001,36.29005
Oklahoma,now-cast,SurveyMonkey,10/18/2016,10/26/2016,31.0,55.0,29.5485,56.5141
Arkansas,now-cast,Google Consumer Surveys,10/4/2016,10/9/2016,34.69,40.24,40.66887,48.93294
New Jersey,now-cast,SurveyMonkey,10/18/2016,10/26/2016,53.0,35.0,51.56100000000001,36.68366
Nevada,now-cast,Ipsos,9/16/2016,10/6/2016,46.23,42.29,45.53769000000001,42.62092
U.S.,now-cast,Ipsos,9/28/2016,10/2/2016,42.5,36.7,43.92538,39.65789
Vermont,now-cast,Google Consumer Surveys,10/4/2016,10/9/2016,57.02,16.11,63.14719,25.40079
West Virginia,now-cast,Ipsos,9/16/2016,10/6/2016,36.37,55.31,35.99466,55.98922
Florida,now-cast,SurveyMonkey,10/28/2016,11/3/2016,47.0,45.0,45.66713,44.79058
Washington,now-cast,SurveyMonkey,10/18/2016,10/26/2016,51.0,34.0,49.5708,35.81667
Virginia,now-cast,SurveyMonkey,10/24/2016,10/30/2016,48.0,39.0,46.63917,39.59598
Vermont,now-cast,"Fairbank, Maslin, Maullin, Metz & Associates",6/26/2016,6/29/2016,39.0,24.0,45.07385,29.753190000000004
New Hampshire,now-cast,SurveyMonkey,10/17/2016,10/25/2016,49.0,37.0,47.59313,39.22007
New York,now-cast,SurveyMonkey,10/25/2016,10/31/2016,56.0,33.0,54.65495,33.44333
Indiana,now-cast,Ipsos,9/23/2016,10/6/2016,37.21,50.31,35.44913,50.01197
U.S.,now-cast,Ipsos,10/1/2016,10/5/2016,43.4,36.2,44.49458,39.23508
U.S.,now-cast,Morning Consult,10/8/2016,10/8/2016,42.0,38.0,43.89449000000001,42.60934
U.S.,now-cast,CVOTER International,10/11/2016,10/17/2016,50.53,45.65,47.90839,43.68479
California,now-cast,Ipsos,9/30/2016,10/6/2016,61.26,27.86,60.55125,29.12021
California,now-cast,SurveyMonkey,10/26/2016,11/1/2016,55.0,30.0,53.66648000000001,30.23409
New Mexico,now-cast,Ipsos,9/16/2016,10/6/2016,49.11,35.93,45.6773,33.56256
Illinois,now-cast,Google Consumer Surveys,10/15/2016,10/19/2016,38.96,29.27,44.39086,37.68234
New Mexico,now-cast,SurveyMonkey,10/17/2016,10/25/2016,41.0,34.0,39.56686,35.85125
Minnesota,now-cast,SurveyMonkey,10/18/2016,10/26/2016,47.0,37.0,45.56396,38.72388
New Hampshire,now-cast,Google Consumer Surveys,9/27/2016,10/3/2016,46.18,21.23,53.17309,30.49297
Arkansas,now-cast,Ipsos,9/16/2016,10/6/2016,37.87,53.01,37.42255,53.5509
U.S.,now-cast,Ipsos,9/24/2016,9/28/2016,41.0,38.0,42.81258,40.83339
New Hampshire,now-cast,Ipsos,9/16/2016,10/6/2016,49.45,39.51,48.51664,39.81754
Massachusetts,now-cast,SurveyMonkey,10/24/2016,10/30/2016,58.0,28.0,56.70188,28.91938
Oklahoma,now-cast,Google Consumer Surveys,10/4/2016,10/9/2016,33.48,41.63,39.4455,50.26902000000001
U.S.,now-cast,Marist College,7/5/2016,7/9/2016,40.0,35.0,42.80323,41.53996
U.S.,now-cast,The Times-Picayune/Lucid,10/22/2016,10/24/2016,44.0,38.0,44.31307,42.4271
Massachusetts,now-cast,Google Consumer Surveys,10/10/2016,10/14/2016,52.83,18.93,58.55141,28.396140000000006
Colorado,now-cast,Ipsos,9/23/2016,10/6/2016,44.77,44.86,43.20148,44.92526
Connecticut,now-cast,SurveyMonkey,10/18/2016,10/26/2016,51.0,36.0,49.56995,37.80508
Pennsylvania,now-cast,SurveyMonkey,10/8/2016,10/16/2016,46.0,40.0,44.82304,42.49191
New Jersey,now-cast,SurveyMonkey,10/24/2016,10/30/2016,55.0,34.0,53.65575,34.68152
West Virginia,now-cast,SurveyMonkey,8/9/2016,9/1/2016,27.0,52.0,29.26151,57.56929
Texas,now-cast,Ipsos,9/30/2016,10/6/2016,33.59,50.14,32.63098,51.059
Wisconsin,now-cast,Ipsos,9/23/2016,10/6/2016,45.72,42.28,45.13062,43.28952
Texas,now-cast,SurveyMonkey,10/27/2016,11/2/2016,42.0,46.0,40.66163,45.97502
Kentucky,now-cast,SurveyMonkey,10/26/2016,11/1/2016,34.0,57.0,32.65611,57.19902
California,now-cast,SurveyMonkey,10/25/2016,10/31/2016,55.0,30.0,53.6554,30.44526
Ohio,now-cast,Suffolk University,7/18/2016,7/20/2016,42.6,38.6,45.67907,42.79794
U.S.,now-cast,Ipsos,9/29/2016,10/3/2016,42.1,36.2,43.41722,39.18729
New York,now-cast,Google Consumer Surveys,10/15/2016,10/19/2016,44.04,28.96,49.47715,37.44418
Iowa,now-cast,SurveyMonkey,10/25/2016,10/31/2016,40.0,45.0,38.66773,45.4982
U.S.,now-cast,Morning Consult,10/5/2016,10/6/2016,41.0,39.0,43.06100000000001,43.59882
U.S.,now-cast,Greenberg Quinlan Rosner (Democracy Corps),7/13/2016,7/18/2016,43.0,40.0,45.08081,44.52657
Texas,now-cast,SurveyMonkey,10/8/2016,10/16/2016,42.0,44.0,40.82841,46.53125
Massachusetts,now-cast,Ipsos,9/23/2016,10/6/2016,48.99,29.85,48.30069,31.03746
Oregon,now-cast,Google Consumer Surveys,10/10/2016,10/14/2016,43.67,24.5,49.33158,33.52863
Minnesota,now-cast,Ipsos,9/23/2016,10/6/2016,42.03,37.57,40.75905,37.9097
Georgia,now-cast,SurveyMonkey,10/24/2016,10/30/2016,44.0,46.0,42.61785,46.48604
U.S.,now-cast,USC Dornsife/LA Times,10/17/2016,10/23/2016,45.11,43.77,46.15444,42.15768
Nebraska,now-cast,Ipsos,9/16/2016,10/6/2016,31.75,47.56,31.06796,47.92719
Minnesota,now-cast,SurveyMonkey,10/24/2016,10/30/2016,47.0,38.0,45.66031,38.70498
Iowa,now-cast,SurveyMonkey,10/26/2016,11/1/2016,39.0,45.0,37.67931,45.27744000000001
Mississippi,now-cast,SurveyMonkey,10/17/2016,10/25/2016,42.0,50.0,40.53245,51.36791
Maryland,now-cast,Google Consumer Surveys,10/10/2016,10/14/2016,47.49,24.96,53.1009,33.61795
Michigan,now-cast,SurveyMonkey,10/8/2016,10/16/2016,45.0,37.0,43.84647,39.66327
Tennessee,now-cast,SurveyMonkey,10/18/2016,10/26/2016,38.0,50.0,36.55111,51.54956
Oklahoma,now-cast,Ipsos,9/16/2016,10/6/2016,33.22,53.2,31.72717,52.67652
Indiana,now-cast,SurveyMonkey,10/18/2016,10/26/2016,35.0,50.0,33.54891,51.51974000000001
Colorado,now-cast,SurveyMonkey,10/27/2016,11/2/2016,44.0,40.0,42.68729,40.03934
South Carolina,now-cast,Ipsos,9/16/2016,9/29/2016,44.41,49.0,44.40826,49.56871
Idaho,now-cast,SurveyMonkey,10/17/2016,10/25/2016,29.0,50.0,27.56785,51.8651
Washington,now-cast,SurveyMonkey,10/24/2016,10/30/2016,53.0,34.0,51.6708,34.75911
U.S.,now-cast,CVOTER International,10/10/2016,10/16/2016,50.22,45.53,47.60418,43.58764
Arizona,now-cast,SurveyMonkey,10/27/2016,11/2/2016,43.0,43.0,41.67655,43.01241
Connecticut,now-cast,SurveyMonkey,10/25/2016,10/31/2016,51.0,39.0,49.67346,39.5228
Ohio,now-cast,SurveyMonkey,10/27/2016,11/2/2016,41.0,46.0,39.66964,45.99511
West Virginia,now-cast,Google Consumer Surveys,9/27/2016,10/3/2016,24.42,48.57,31.17057,57.32336
Colorado,now-cast,SurveyMonkey,10/8/2016,10/16/2016,44.0,37.0,42.86948,39.83159000000001
Illinois,now-cast,SurveyMonkey,10/24/2016,10/30/2016,53.0,34.0,51.64494000000001,34.62573
Wisconsin,now-cast,SurveyMonkey,10/18/2016,10/26/2016,43.0,42.0,41.56277,43.70766
Pennsylvania,now-cast,SurveyMonkey,10/26/2016,11/1/2016,48.0,42.0,46.65113,42.1822
Louisiana,now-cast,Ipsos,9/16/2016,10/6/2016,35.53,50.88,35.52512,51.76652
Montana,now-cast,Ipsos,9/9/2016,9/29/2016,39.76,53.47,38.16805,52.45945
Delaware,now-cast,SurveyMonkey,8/9/2016,9/1/2016,43.0,33.0,45.16233,38.39977
Hawaii,now-cast,Google Consumer Surveys,9/27/2016,10/3/2016,62.08,16.96,68.97137,26.00923
North Carolina,now-cast,SurveyMonkey,10/8/2016,10/16/2016,46.0,40.0,44.80827,42.3839
Virginia,now-cast,Ipsos,9/16/2016,9/29/2016,48.26,40.35,48.12003,40.84377
Missouri,now-cast,SurveyMonkey,10/24/2016,10/30/2016,39.0,46.0,37.64032,46.60192
Oklahoma,now-cast,SurveyMonkey,10/25/2016,10/31/2016,31.0,54.0,29.64009,54.3795
Iowa,now-cast,Ipsos,9/16/2016,10/6/2016,44.43,46.18,43.87684,46.71794000000001
Georgia,now-cast,Google Consumer Surveys,10/10/2016,10/14/2016,30.22,41.25,35.79574,49.65076
U.S.,now-cast,NBC News/Wall Street Journal,7/31/2016,8/3/2016,43.0,34.0,46.1645,41.19148
Oregon,now-cast,SurveyMonkey,10/25/2016,10/31/2016,51.0,36.0,49.67131,36.51358
Alabama,now-cast,SurveyMonkey,10/24/2016,10/30/2016,36.0,54.0,34.61309,54.46149000000001
Mississippi,now-cast,Google Consumer Surveys,10/4/2016,10/9/2016,23.91,50.69,29.780890000000007,58.94767
U.S.,now-cast,CVOTER International,10/9/2016,10/15/2016,51.17,44.58,48.57309,42.64518
Indiana,now-cast,SurveyMonkey,10/26/2016,11/1/2016,37.0,52.0,35.65121,52.1825
Vermont,now-cast,Google Consumer Surveys,9/27/2016,10/3/2016,44.43,27.34,51.36837,36.488
Washington,now-cast,Google Consumer Surveys,10/10/2016,10/14/2016,43.16,26.71,48.82753,35.7821
California,now-cast,Google Consumer Surveys,10/15/2016,10/19/2016,47.95,26.85,53.3876,35.33924000000001
Maine,now-cast,Google Consumer Surveys,9/27/2016,10/3/2016,49.93,22.54,56.86031,31.67104
U.S.,now-cast,ABC News/Washington Post,8/1/2016,8/4/2016,48.0,40.0,48.41366,43.06073
Rhode Island,now-cast,SurveyMonkey,8/9/2016,9/1/2016,41.0,33.0,43.71479,39.34404
Pennsylvania,now-cast,SurveyMonkey,10/25/2016,10/31/2016,49.0,41.0,47.64065,41.38191
U.S.,now-cast,The Times-Picayune/Lucid,10/21/2016,10/23/2016,43.0,38.0,43.31387,42.57611
North Dakota,now-cast,Ipsos,9/16/2016,10/6/2016,30.32,43.17,29.31746,43.31581
Florida,now-cast,Google Consumer Surveys,10/15/2016,10/19/2016,38.49,38.56,43.92161,46.98092000000001
Louisiana,now-cast,SurveyMonkey,10/24/2016,10/30/2016,36.0,54.0,34.61912,54.49258
Kentucky,now-cast,Google Consumer Surveys,8/2/2016,8/4/2016,25.0,41.0,31.10403,50.40207
U.S.,now-cast,Ipsos,9/23/2016,9/27/2016,40.9,37.9,42.81533,40.6968
Michigan,now-cast,SurveyMonkey,10/27/2016,11/2/2016,45.0,42.0,43.67291,42.0033
Montana,now-cast,Google Consumer Surveys,9/27/2016,10/3/2016,31.06,37.96,37.87346,46.8455
Indiana,now-cast,SurveyMonkey,10/25/2016,10/31/2016,37.0,51.0,35.64074,51.38227
Alaska,now-cast,Google Consumer Surveys,9/27/2016,10/3/2016,47.46,36.7,54.28901,45.6182
Nebraska,now-cast,SurveyMonkey,10/24/2016,10/30/2016,33.0,51.0,31.65446,51.67484
Minnesota,now-cast,Google Consumer Surveys,10/10/2016,10/14/2016,35.74,30.31,41.38934,39.24902
California,now-cast,Field Research Corporation (Field Poll),6/8/2016,7/2/2016,50.0,26.0,52.65377,29.74397
Florida,now-cast,OnMessage Inc.,6/26/2016,6/28/2016,45.0,47.0,46.33385,48.60519
Massachusetts,now-cast,Hickman Analytics,6/26/2016,6/29/2016,49.0,31.0,53.92114,36.52537
Wisconsin,now-cast,SurveyMonkey,10/26/2016,11/1/2016,44.0,42.0,42.67365,42.2583
U.S.,now-cast,USC Dornsife/LA Times,10/16/2016,10/22/2016,44.14,44.45,45.1535,42.92685
Texas,now-cast,SurveyMonkey,10/26/2016,11/1/2016,41.0,47.0,39.6544,47.19326
U.S.,now-cast,Google Consumer Surveys,10/10/2016,10/14/2016,38.29,33.32,43.91817,42.10423
Georgia,now-cast,Opinion Savvy/InsiderAdvantage,8/17/2016,8/17/2016,42.8,43.0,44.06,46.2991
Wyoming,now-cast,Google Consumer Surveys,10/4/2016,10/9/2016,11.04,52.74,17.08109,61.68371
Georgia,now-cast,SurveyMonkey,10/18/2016,10/26/2016,44.0,46.0,42.53629,47.34858
North Carolina,now-cast,SurveyMonkey,10/27/2016,11/2/2016,49.0,41.0,47.64904,40.94346
U.S.,now-cast,CVOTER International,10/8/2016,10/14/2016,50.55,45.06,47.9767,43.09383
U.S.,now-cast,RABA Research,7/22/2016,7/22/2016,39.0,34.0,42.38881,38.76501
New York,now-cast,SurveyMonkey,10/24/2016,10/30/2016,57.0,33.0,55.65123000000001,33.6582
Michigan,now-cast,Marketing Resource Group (MRG),7/11/2016,7/15/2016,34.0,29.0,39.43246,34.62598
Wisconsin,now-cast,SurveyMonkey,10/25/2016,10/31/2016,44.0,42.0,42.66229000000001,42.47482
Connecticut,now-cast,Quinnipiac University,6/1/2016,6/5/2016,41.0,36.0,45.54527,41.48383
Tennessee,now-cast,SurveyMonkey,10/25/2016,10/31/2016,38.0,51.0,36.64416,51.39696
Iowa,now-cast,SurveyMonkey,10/24/2016,10/30/2016,40.0,44.0,38.66384,44.72319
Hawaii,now-cast,Google Consumer Surveys,9/21/2016,9/26/2016,42.4,21.69,49.94136,30.533040000000003
Nevada,now-cast,Google Consumer Surveys,10/4/2016,10/9/2016,43.81,30.43,49.81346,39.22202
Kentucky,now-cast,SurveyMonkey,10/18/2016,10/26/2016,29.0,60.0,27.55193,61.5607
California,now-cast,Marist College,5/29/2016,5/31/2016,55.0,31.0,55.23795,35.23601
Missouri,now-cast,Google Consumer Surveys,10/10/2016,10/14/2016,37.93,26.95,43.54469,35.63565999999999
Kansas,now-cast,SurveyMonkey,10/17/2016,10/25/2016,36.0,48.0,34.56647,49.84568
U.S.,now-cast,Public Religion Research Institute,7/27/2016,8/9/2016,48.0,36.0,48.09868,40.98845
U.S.,now-cast,CBS News/New York Times,7/29/2016,7/31/2016,43.0,38.0,46.87279,44.01813
Washington,now-cast,American Strategies,6/15/2016,6/20/2016,48.0,36.0,48.35173,37.41624
South Dakota,now-cast,Ipsos,9/2/2016,9/22/2016,28.31,51.61,27.23619,51.22842
Ohio,now-cast,RABA Research,6/22/2016,6/28/2016,41.0,38.0,41.94815,40.60102
U.S.,now-cast,Rasmussen Reports/Pulse Opinion Research,10/6/2016,10/10/2016,44.0,39.0,45.06321,42.44268
Ohio,now-cast,SurveyMonkey,10/25/2016,10/31/2016,40.0,45.0,38.6513,45.42763
Florida,now-cast,SurveyMonkey,10/27/2016,11/2/2016,47.0,44.0,45.66754,43.98984
California,now-cast,SurveyMonkey,10/24/2016,10/30/2016,55.0,30.0,53.651680000000006,30.660490000000006
South Dakota,now-cast,Google Consumer Surveys,9/27/2016,10/3/2016,36.16,37.36,42.9432,46.18193
Texas,now-cast,SurveyMonkey,10/25/2016,10/31/2016,41.0,47.0,39.6438,47.39542
Kansas,now-cast,Google Consumer Surveys,10/4/2016,10/9/2016,40.37,30.72,46.40119,39.62383
South Carolina,now-cast,Ipsos,9/2/2016,9/22/2016,42.92,49.66,42.99617,50.29801
New Mexico,now-cast,Google Consumer Surveys,10/4/2016,10/9/2016,35.4,28.14,41.43306,37.05136
Ohio,now-cast,SurveyMonkey,10/18/2016,10/26/2016,40.0,45.0,38.5557,46.61183
U.S.,now-cast,National Journal,6/19/2016,6/24/2016,44.0,35.0,45.6478,39.89665
Kentucky,now-cast,SurveyMonkey,10/25/2016,10/31/2016,31.0,58.0,29.64543,58.40245
Delaware,now-cast,Google Consumer Surveys,9/27/2016,10/3/2016,47.37,18.2,54.05906,26.82412
Arizona,now-cast,SurveyMonkey,10/18/2016,10/26/2016,42.0,43.0,40.55986,44.66816
U.S.,now-cast,CVOTER International,10/7/2016,10/13/2016,50.3,45.23,47.77114,43.22195
