State,Poll Type,Clinton,Trump,Clinton Adjusted,Trump Adjusted
Ohio,now-cast,43.0,39.0,44.14548,42.60386
Nevada,now-cast,45.0,42.0,44.07351,42.02845
Maine,now-cast,46.47,26.61,51.83721,34.71941
Ohio,now-cast,33.35,35.38,38.78741,41.9609
Idaho,now-cast,27.77,37.57,33.11958,45.44027
Mississippi,now-cast,39.0,52.0,40.2037,55.21385
Hawaii,now-cast,49.0,31.0,47.59474,32.53226
Missouri,now-cast,43.0,44.0,44.09488,47.44986
Iowa,now-cast,39.0,44.0,41.68937,45.87964
Michigan,now-cast,44.9,39.5,47.41278,41.36948
Alaska,now-cast,37.32,33.15,42.67585,41.10535
Wyoming,now-cast,20.8,52.8,26.150270000000006,60.67975
Montana,now-cast,35.0,51.0,33.585190000000004,52.43026
Pennsylvania,now-cast,48.03,45.87,46.97223,46.40015
Colorado,now-cast,40.0,40.0,41.01983,42.85839
West Virginia,now-cast,33.94,57.74,32.7014,58.21709
Indiana,now-cast,36.0,43.0,38.58612,47.63206
Illinois,now-cast,42.66,28.26,48.09468,34.82917
Pennsylvania,now-cast,36.86,39.45,42.28677,45.98517
Ohio,now-cast,44.85,45.17,43.5088,45.48915
Maine,now-cast,45.5,39.17,43.32558,39.98862
Missouri,now-cast,37.0,47.0,38.5399,49.57266
Iowa,now-cast,39.0,40.0,42.18927,44.39255
New Hampshire,now-cast,48.0,39.0,48.57657,41.24098
Nevada,now-cast,44.0,43.0,44.53536,44.90597
New Mexico,now-cast,48.54,39.41,43.98545,37.55151
New York,now-cast,51.97,30.28,51.24924,31.24445
Hawaii,now-cast,46.73,27.11,52.09284,35.1602
Arkansas,now-cast,36.72,38.33,42.05739000000001,46.03495
New Hampshire,now-cast,44.41,40.21,42.10789000000001,41.01338
Delaware,now-cast,47.87,36.17,46.30241,37.16339
Montana,now-cast,31.59,47.82,28.48661,47.50037
Florida,now-cast,44.0,42.0,47.14487,45.36856
New York,now-cast,42.3,30.2,47.74107,36.79659
Idaho,now-cast,30.1,53.87,28.01887,54.50031
Vermont,now-cast,53.0,25.0,51.6005,26.5938
California,now-cast,50.0,33.0,53.1784,36.34272
Indiana,now-cast,36.0,47.0,36.94141,50.60198
Florida,now-cast,36.5,44.1,41.93545,50.67244
Ohio,now-cast,43.41,42.75,41.82139,43.88477
Rhode Island,now-cast,46.65,28.26,52.02857,36.52357
Florida,now-cast,42.0,37.0,45.99639000000001,43.59629
District of Columbia,now-cast,61.66,11.14,67.03872,19.40557
North Dakota,now-cast,19.8,46.07,25.16074,54.09173000000001
Oklahoma,now-cast,30.59,40.34,35.92462000000001,48.00737
Montana,now-cast,27.82,38.99,33.1741,46.92168
California,now-cast,49.0,35.0,50.90631,37.09112
Nevada,now-cast,36.38,33.18,41.72248,40.95402
New Mexico,now-cast,43.0,35.0,41.57918,36.36615
West Virginia,now-cast,31.0,49.0,32.68015,54.48851
California,now-cast,65.14,26.16,64.16924,26.87752
Ohio,now-cast,48.0,41.0,48.57898,42.2341
Pennsylvania,now-cast,44.0,42.0,44.56834,43.18838
North Carolina,now-cast,44.0,46.0,44.5597,47.15129
Nevada,now-cast,43.0,41.0,43.58001,42.23849000000001
New Hampshire,now-cast,46.0,40.0,46.62943,41.45071
New Hampshire,now-cast,48.0,36.0,46.60721,37.66543
South Dakota,now-cast,30.0,53.0,28.58148,54.39065
Florida,now-cast,43.0,48.0,43.57701,49.22565
Mississippi,now-cast,42.0,49.0,40.54245,49.97395
Ohio,now-cast,46.0,39.0,49.16366,42.39428
Wisconsin,now-cast,48.0,41.0,47.47911,41.92935
Missouri,now-cast,41.67,47.61,40.00256,48.01779000000001
New Hampshire,now-cast,41.0,31.0,45.03951,39.26359
Iowa,now-cast,36.0,37.0,38.44345,41.8015
Nebraska,now-cast,25.43,46.87,30.77628,54.69548
Nevada,now-cast,45.0,41.0,45.50016,43.10102
New Hampshire,now-cast,45.0,41.0,45.53489,43.4719
Maryland,now-cast,53.64,33.56,52.50335,34.47954
Connecticut,now-cast,48.95,41.48,47.86213,41.18671
West Virginia,now-cast,28.0,61.0,26.57747,62.34792
South Carolina,now-cast,44.27,49.19,43.75421,49.29948
Missouri,now-cast,40.06,48.67,38.84956,48.15672
Alabama,now-cast,38.37,55.07,37.7141,55.02031
Michigan,now-cast,38.0,35.0,41.84339,39.4637
Florida,now-cast,44.0,42.0,45.14606,45.74222
Arizona,now-cast,43.0,42.0,43.97332,45.10021
Maine,now-cast,36.58,36.27,42.05247,45.15741
Virginia,now-cast,42.0,35.0,44.32104,39.82501
New Mexico,now-cast,47.68,23.64,53.02861,31.4972
Kentucky,now-cast,36.01,59.44,35.35169000000001,59.48394
Louisiana,now-cast,34.12,44.79,39.44324,52.30305
Texas,now-cast,33.95,48.36,32.77303,48.79235
Michigan,now-cast,45.18,40.82,43.30453,41.56351
Arizona,now-cast,43.32,42.1,41.71198,42.68635
North Carolina,now-cast,44.0,43.0,44.5582,43.20322
Ohio,now-cast,39.0,35.0,40.97557000000001,41.59757000000001
California,now-cast,46.27,26.85,51.71152,33.44852
Florida,now-cast,48.0,39.0,48.99277,42.76325
Pennsylvania,now-cast,45.0,36.0,46.88534,42.41997
District of Columbia,now-cast,87.0,6.0,85.72417,5.725615
Florida,now-cast,46.9,44.1,46.55272,46.83969
Oregon,now-cast,46.76,38.13,45.50801,37.66553
Maryland,now-cast,53.26,35.12,52.57959,35.12945
Alaska,now-cast,28.07,36.9,33.52506,45.5886
Colorado,now-cast,47.59,42.23,45.74039000000001,41.15636
Mississippi,now-cast,32.48,46.54,37.79502,53.94154
Nebraska,now-cast,31.38,53.13,30.08669,52.80231
Oregon,now-cast,38.0,25.0,43.69685,32.02637
Virginia,now-cast,44.0,43.0,46.44625,44.56026
Colorado,now-cast,45.51,43.35,43.19522,43.31596
New Hampshire,now-cast,46.0,41.0,44.9453,41.38238
Utah,now-cast,25.0,34.0,26.5204,36.39631
Delaware,now-cast,51.0,36.0,49.66132,35.64307
Hawaii,now-cast,49.02,27.28,54.48578000000001,36.091
Maine,now-cast,45.46,37.22,43.77366,36.63279
Washington,now-cast,46.58,37.44,45.05629,38.25697
Hawaii,now-cast,53.0,28.0,51.6983,27.69163
Arizona,now-cast,38.92,44.56,37.32702000000001,45.62138
Pennsylvania,now-cast,40.0,32.0,43.57004000000001,36.74739
New Hampshire,now-cast,46.37,39.88,44.55598,39.21002
Tennessee,now-cast,35.18,49.82,34.61237,49.95041
Michigan,now-cast,47.0,44.0,45.70765,43.08256
Wisconsin,now-cast,47.18,39.99,46.33568,39.90345
Pennsylvania,now-cast,47.0,42.0,46.40427,42.56027
Pennsylvania,now-cast,45.0,40.0,46.95648,45.43588
Arizona,now-cast,42.92,44.58,41.71605,44.33976
Idaho,now-cast,29.0,48.0,27.58023,49.37739000000001
Tennessee,now-cast,35.41,42.95,34.38528,44.0028
Washington,now-cast,46.44,39.43,45.38384,39.17281
Florida,now-cast,48.51,44.61,48.00633,45.7533
West Virginia,now-cast,34.53,58.26,33.5359,58.23648000000001
Vermont,now-cast,59.0,25.0,57.70689,24.70291
New Hampshire,now-cast,29.52,38.1,34.89425,46.30491
Wyoming,now-cast,25.0,59.0,23.56416,60.72649000000001
Delaware,now-cast,34.21,33.26,39.55015,41.00249
Idaho,now-cast,29.97,51.68,28.37692,51.0736
Wisconsin,now-cast,46.75,41.62,45.4424,42.54568
Rhode Island,now-cast,49.0,36.0,47.72393,35.7253
New Hampshire,now-cast,46.0,40.0,44.90671,40.56604
Wyoming,now-cast,22.0,60.0,20.67782,59.66473000000001
Pennsylvania,now-cast,48.0,40.0,48.47654,42.32547
Ohio,now-cast,41.0,44.0,41.48339,46.4183
North Carolina,now-cast,46.0,43.0,46.47099,45.25016
Illinois,now-cast,51.0,32.0,50.25773,34.38257
Minnesota,now-cast,42.41,36.96,40.87531,36.18921
Montana,now-cast,32.0,53.0,30.68406,52.67292
Arizona,now-cast,40.0,44.0,41.14956,45.48622
North Dakota,now-cast,29.0,57.0,27.69488,56.68713
Minnesota,now-cast,40.56,37.43,38.56139,37.68065
Mississippi,now-cast,34.24,53.55,34.14567,54.22194
Florida,now-cast,45.0,44.0,45.48212,46.40115
New Hampshire,now-cast,41.91,29.45,47.39326,38.46066
New Mexico,now-cast,44.68,41.92,40.6135,38.83404
Ohio,now-cast,40.0,37.0,42.26722,41.2904
North Carolina,now-cast,46.33,42.42,45.19026,43.67024
North Carolina,now-cast,43.4,44.8,45.70834,46.31495
Delaware,now-cast,50.0,36.0,48.66647,35.78938
Rhode Island,now-cast,45.07,32.76,50.5599,41.84636
Kansas,now-cast,36.26,32.61,41.60822,40.46196
South Dakota,now-cast,30.0,53.0,28.67853,52.66566
Indiana,now-cast,44.0,44.0,41.3786,45.20817
District of Columbia,now-cast,85.0,5.0,83.73048,4.9050449999999985
Connecticut,now-cast,43.34,31.95,48.69607,39.90834
Kansas,now-cast,36.0,47.0,34.57876,48.36163
Alaska,now-cast,33.0,46.0,31.6869,45.67666
West Virginia,now-cast,27.0,57.0,25.67256,56.65783
Maine CD-2,now-cast,33.2,44.3,36.83401,47.86908
District of Columbia,now-cast,87.0,5.0,85.5926,7.112311
Pennsylvania,now-cast,44.0,41.0,44.56462,43.97646
Ohio,now-cast,42.0,43.0,42.57512,46.09627
North Carolina,now-cast,46.0,41.0,46.55611,43.87926
Delaware,now-cast,37.21,28.18,42.64100000000001,36.59388
Florida,now-cast,49.4,43.6,50.32331,49.18757
Alabama,now-cast,33.0,57.0,34.090740000000004,57.6428
Virginia,now-cast,46.0,39.0,46.38436,41.96675
Arizona,now-cast,40.0,39.0,41.60646,43.17464
Arkansas,now-cast,37.33,52.4,36.11663,52.80006
Michigan,now-cast,43.78,37.33,41.99922,38.16862
Vermont,now-cast,48.17,21.49,53.64386,30.39326
Florida,now-cast,47.0,41.0,47.57318,44.07413
Hawaii,now-cast,52.0,29.0,50.70412,28.85742
Delaware,now-cast,44.71,33.84,43.63046,33.68705
Iowa,now-cast,40.17,30.78,45.52238,38.68837
New Hampshire,now-cast,45.0,36.0,48.34605,41.21533
Wyoming,now-cast,21.0,61.0,19.68326,60.81973000000001
Maine CD-1,now-cast,40.5,29.8,44.30875,33.59703
Washington,now-cast,45.0,24.0,45.0991,27.519040000000004
Idaho,now-cast,23.0,44.0,24.83673,47.79332
New Mexico,now-cast,46.0,43.0,45.32777,41.17521
Massachusetts,now-cast,56.14,26.81,54.50915,27.7905
Alaska,now-cast,30.0,38.0,32.77616,44.74673
Montana,now-cast,33.5,51.55,30.88467,49.95023
Kentucky,now-cast,33.81,36.79,39.14805,44.50396
Missouri,now-cast,34.0,47.0,36.36263,48.09357
Pennsylvania,now-cast,49.13,38.7,47.82335,39.87164
Idaho,now-cast,30.0,47.0,28.67668,46.66323
Pennsylvania,now-cast,45.9,42.7,48.28133,44.36539000000001
Kansas,now-cast,38.44,51.94,35.94365999999999,52.13354
Vermont,now-cast,57.0,24.0,55.71287,23.87323
Rhode Island,now-cast,49.0,38.0,47.73024,37.9046
New Mexico,now-cast,41.0,36.0,39.67511,35.66117
Mississippi,now-cast,40.0,50.0,38.62036,49.58926
Alaska,now-cast,29.0,39.0,32.922740000000005,43.91821
North Dakota,now-cast,29.0,56.0,27.700640000000003,55.85112
Nevada,now-cast,40.2,40.11,38.44491,40.95301
Wyoming,now-cast,21.0,61.0,19.6837,61.030330000000006
District of Columbia,now-cast,65.81,7.06,71.30013000000002,16.14895
Arkansas,now-cast,34.03,53.17,32.56881,54.22559
Delaware,now-cast,50.0,36.0,48.66687,35.98817000000001
Iowa,now-cast,44.39,41.78,42.67865,42.82497
South Carolina,now-cast,30.14,40.94,35.46303,48.4502
Alabama,now-cast,22.36,56.83,27.67931,64.28975
Oregon,now-cast,48.72,25.47,54.07469,33.409620000000004
Louisiana,now-cast,34.0,52.56,33.11764,53.96846
Wyoming,now-cast,22.0,62.0,20.66445,62.4841
Montana,now-cast,34.0,53.0,32.68962,52.83121
New Hampshire,now-cast,48.0,38.0,46.71689,37.71604
Tennessee,now-cast,27.65,43.8,32.98723,51.50282
Oklahoma,now-cast,35.68,52.33,33.200109999999995,52.32263
Arizona,now-cast,39.9,36.8,42.333,42.29552
Wyoming,now-cast,21.0,62.0,19.6759,62.2659
District of Columbia,now-cast,88.0,4.0,86.72195,4.421532
District of Columbia,now-cast,87.0,5.0,85.73098,5.148833
Arkansas,now-cast,27.32,44.58,32.74675,52.94544000000001
Florida,now-cast,41.0,43.0,43.93939,46.19499
Delaware,now-cast,42.0,32.0,45.72963,37.7157
Nevada,now-cast,43.8,41.6,47.52084,48.01287
Delaware,now-cast,50.0,38.0,48.65951,38.21053
Hawaii,now-cast,52.0,31.0,50.70459,31.08268
New Mexico,now-cast,45.0,40.0,44.24478,40.01315
Maryland,now-cast,48.15,26.0,53.48563000000001,33.68116
South Dakota,now-cast,31.0,52.0,29.68399,51.82104
Rhode Island,now-cast,48.0,38.0,46.73074,38.14822
Delaware,now-cast,50.0,38.0,48.6487,38.4165
Nevada,now-cast,43.0,44.0,41.57248,45.29454000000001
South Dakota,now-cast,28.25,44.01,33.69718,52.60867
Colorado,now-cast,41.0,33.0,43.73724,36.66068
Alaska,now-cast,35.0,46.0,33.69252,45.83645
Idaho,now-cast,26.63,38.39,32.07544,46.96878
Wyoming,now-cast,27.37,46.11,32.81651,54.70103
Delaware,now-cast,53.0,34.0,51.55404,35.58923
North Dakota,now-cast,31.0,52.0,29.57462,53.86847
Wyoming,now-cast,23.0,62.0,21.6606,62.7065
Maryland,now-cast,62.0,27.0,60.56499,28.21463
New Mexico,now-cast,41.0,33.0,39.85931,35.75717
West Virginia,now-cast,26.82,45.26,32.26157,53.79461
West Virginia,now-cast,27.0,57.0,25.67791,56.81006
Maine,now-cast,47.0,39.0,45.70541,38.70097
New Hampshire,now-cast,47.0,37.0,45.72306,36.89163
North Dakota,now-cast,31.0,55.0,29.7011,55.07394
Georgia,now-cast,42.0,46.3,43.31912,48.57924000000001
New Mexico,now-cast,41.0,36.0,39.6805,35.81474
Iowa,now-cast,41.0,39.0,43.73652,42.65929000000001
Vermont,now-cast,55.0,24.0,53.71335,24.10464
Virginia,now-cast,44.0,37.0,45.9892,41.56252
Massachusetts,now-cast,50.28,24.09,55.65718,32.33467
Virginia,now-cast,45.0,34.0,47.52029,37.24171
New Hampshire,now-cast,47.0,36.0,45.92749,39.25585
Mississippi,now-cast,40.0,49.0,38.62474,48.71399
Rhode Island,now-cast,49.0,36.0,47.72171,36.42072
Maine,now-cast,51.0,36.0,49.59951,37.58323
District of Columbia,now-cast,88.0,4.0,86.7087,4.674119
Kentucky,now-cast,36.0,49.0,39.0497,54.67736
Arkansas,now-cast,34.0,55.0,32.65681,54.63714
Colorado,now-cast,40.48,26.21,45.83244000000001,34.11909
South Carolina,now-cast,43.0,46.0,41.55121,47.06747
Hawaii,now-cast,51.0,30.0,49.69624,30.33466
Georgia,now-cast,42.0,46.0,42.90178,48.32895
Montana,now-cast,34.0,51.0,32.690059999999995,51.04628
Arkansas,now-cast,36.0,52.0,34.56691,53.2351
Idaho,now-cast,30.0,49.0,28.6821,48.81763
Nevada,now-cast,36.7,35.81,42.13456,44.26457
Pennsylvania,now-cast,45.0,37.0,48.11703,40.5538
Georgia,now-cast,41.0,38.0,44.47517,44.52304
Rhode Island,now-cast,49.0,37.0,47.59245,39.11031
Arizona,now-cast,41.3,48.8,43.54297,50.77399000000001
Hawaii,now-cast,51.0,32.0,49.684,32.56804
Nebraska,now-cast,34.0,52.0,32.6713,51.65617
Georgia,now-cast,34.06,40.4,39.38241,47.90184
Kansas,now-cast,37.62,52.76,35.3667,52.23481
Montana,now-cast,35.0,51.0,33.56799,52.77842
Oklahoma,now-cast,29.68,60.28,27.449140000000003,59.63325
New York,now-cast,45.0,33.0,49.80802,38.15578
Georgia,now-cast,41.0,45.0,43.65192,48.8672
North Dakota,now-cast,27.46,37.9,32.92256,46.67426
Alaska,now-cast,31.0,46.0,29.56973,47.80209
Rhode Island,now-cast,49.0,36.0,47.70847,36.67313
Vermont,now-cast,54.0,26.0,52.70478000000001,26.36349
Louisiana,now-cast,35.83,53.2,35.20168,54.0354
New Mexico,now-cast,40.0,35.0,38.68093,35.0234
Arizona,now-cast,39.71,35.6,45.05597,43.42142
North Dakota,now-cast,32.0,54.0,30.692840000000004,54.32317
Louisiana,now-cast,38.0,52.0,36.63375,51.60686
Illinois,now-cast,57.33,27.64,56.11309,28.98267
North Dakota,now-cast,31.0,53.0,29.68073,53.55402
Iowa,now-cast,45.04,44.16,43.56987,44.46199
Minnesota,now-cast,36.63,29.88,41.98008,37.75714
Nevada,now-cast,47.22,41.66,45.71048,41.81779
Nebraska,now-cast,31.74,38.71,37.18038,47.231
West Virginia,now-cast,36.53,55.79,35.04784,56.97898000000001
Delaware,now-cast,51.0,38.0,49.64507,38.62643
New Mexico,now-cast,40.02,26.18,45.46396,34.74193
Montana,now-cast,34.0,50.0,32.68209,50.28685
Mississippi,now-cast,40.0,48.0,38.62509,47.88345
Ohio,now-cast,37.0,41.0,39.88617,43.63415
Oklahoma,now-cast,27.45,41.34,32.87251,49.65693
Virginia,now-cast,42.0,46.0,44.11621,50.33866
New Hampshire,now-cast,47.0,37.0,45.72355,37.1302
Pennsylvania,now-cast,46.13,41.91,44.90059,43.15927
Michigan,now-cast,44.24,42.29,43.02023,41.34585
New Mexico,now-cast,42.0,34.0,40.6732,34.256809999999994
Alaska,now-cast,35.0,47.0,33.69296,47.05355
Virginia,now-cast,39.0,33.0,42.02496,37.69239
Missouri,now-cast,37.03,48.14,35.26963,49.02317
Kansas,now-cast,36.0,48.0,34.67448,47.66034000000001
Mississippi,now-cast,31.1,45.01,36.49246,52.983880000000006
Washington,now-cast,45.25,28.98,50.60692,36.94993
Louisiana,now-cast,25.88,51.95,31.28506,60.067780000000006
Florida,now-cast,43.0,44.0,44.86888,46.87507
South Dakota,now-cast,29.0,53.0,27.684420000000006,53.03215
Nevada,now-cast,42.0,43.0,40.66511,42.64804
Virginia,now-cast,49.0,37.0,51.7969,41.19548
Indiana,now-cast,36.17,53.24,34.36528,51.68898
Maine,now-cast,48.0,39.0,46.71137,38.87051
Arizona,now-cast,42.0,44.0,44.92398,48.44501
Pennsylvania,now-cast,46.0,37.0,48.61065,41.04913
Alabama,now-cast,36.0,54.0,34.62735,53.59845
District of Columbia,now-cast,87.0,4.0,85.70425,4.931571
Montana,now-cast,36.0,49.0,34.67041,49.50967
Missouri,now-cast,34.99,36.54,40.32706,44.24049
Vermont,now-cast,53.0,25.0,51.6922,25.60325
Maryland,now-cast,61.0,28.0,59.65396,27.63339
Minnesota,now-cast,46.0,38.0,44.67751,37.66432
Indiana,now-cast,34.08,33.95,39.41503,41.62300000000001
Hawaii,now-cast,49.0,33.0,47.57672,34.89693
New Mexico,now-cast,44.0,34.0,42.66186,34.473
Maryland,now-cast,53.03,28.62,51.79884000000001,30.0085
Tennessee,now-cast,34.69,44.35,33.572540000000004,45.87896
Michigan,now-cast,50.0,43.0,48.7129,42.23199
Virginia,now-cast,43.11,31.39,48.4463,39.08029000000001
Rhode Island,now-cast,49.0,36.0,47.70402,36.9304
Florida,now-cast,47.0,45.0,47.94366,47.6294
Vermont,now-cast,53.0,24.0,51.58199000000001,25.96843
Washington,now-cast,46.14,42.36,44.54543,43.74192
Oklahoma,now-cast,31.0,57.0,29.6523,56.63121
West Virginia,now-cast,27.0,59.0,25.67834,59.0169
Mississippi,now-cast,33.21,51.84,32.62765,53.41717
Massachusetts,now-cast,55.0,29.0,53.72166,28.72232
Hawaii,now-cast,52.0,31.0,50.67988,31.80593
Georgia,now-cast,43.25,48.41,42.43166,47.81377
Nebraska,now-cast,35.45,49.98,33.66863,50.85735
North Carolina,now-cast,46.81,48.61,46.25786,48.29752
Nevada,now-cast,43.0,41.0,45.87804000000001,45.3548
Colorado,now-cast,45.01,41.24,42.61937,41.75069000000001
Kentucky,now-cast,36.0,54.0,34.6579,53.63857
Kansas,now-cast,37.87,50.29,35.47714000000001,50.58745
Virginia,now-cast,49.0,39.0,47.56573,40.22248
South Dakota,now-cast,32.0,53.0,30.564590000000006,54.73241
Illinois,now-cast,50.68,39.83,50.11831,39.53462
Arkansas,now-cast,34.0,55.0,32.66187,54.78108
Montana,now-cast,38.19,34.88,43.64238,43.53805
Utah,now-cast,30.0,34.0,28.66409,33.63467
Michigan,now-cast,38.94,32.42,44.28378,40.21174
Idaho,now-cast,30.0,49.0,28.68253,49.02741
Georgia,now-cast,42.9,46.5,43.84406,48.61463
North Dakota,now-cast,32.0,55.0,30.67666,55.78932
Nebraska,now-cast,32.0,53.0,30.57663,54.33885
Utah,now-cast,30.0,33.0,28.53875,34.269
Connecticut,now-cast,51.0,37.0,49.68726,36.67713
Wisconsin,now-cast,41.78,27.01,47.12888,34.87092
Louisiana,now-cast,37.0,54.0,35.55144,55.06992
Tennessee,now-cast,41.0,49.0,39.65656,48.63681
Pennsylvania,now-cast,47.57,44.89,46.91791,44.49147
New Hampshire,now-cast,49.0,35.0,47.71471,35.39706
New Jersey,now-cast,53.0,37.0,51.67267,36.65797
Missouri,now-cast,41.0,48.0,39.65628,47.63644
North Carolina,now-cast,35.52,39.6,40.84942,47.19695
South Dakota,now-cast,34.02,48.01,31.99,48.02515
Nevada,now-cast,39.0,42.0,41.71786,45.22583
Missouri,now-cast,37.0,48.0,35.56655,49.23126
Florida,now-cast,46.6,46.3,47.36153,48.87998
West Virginia,now-cast,29.0,60.0,27.56093,61.68277
Colorado,now-cast,41.0,36.0,43.03067,39.56199
Nevada,now-cast,40.0,44.0,38.84299,46.63786
New York,now-cast,53.13,37.14,52.82015,37.10674
Michigan,now-cast,47.0,41.0,45.71331,40.43502
Michigan,now-cast,42.0,39.0,45.78791,43.22247
Kansas,now-cast,36.0,49.0,34.67986,48.81358
Massachusetts,now-cast,60.0,29.0,58.61041,30.69965
Indiana,now-cast,38.42,49.04,35.95509000000001,49.18466
New York,now-cast,53.73,30.1,52.76441,31.75953
Washington,now-cast,52.0,34.0,50.68865,33.67896
Mississippi,now-cast,41.0,47.0,39.61881,47.073
Vermont,now-cast,51.0,25.0,49.68797,25.84763
Virginia,now-cast,48.05,42.13,47.35635,41.69325
South Carolina,now-cast,43.0,46.0,41.63342,45.60641
Louisiana,now-cast,35.5,51.46,34.67163,52.92281
District of Columbia,now-cast,58.06,21.25,63.7855,30.74612
Illinois,now-cast,51.0,34.0,49.56984,35.26638
Montana,now-cast,38.0,48.0,36.66647,48.73679
New Jersey,now-cast,46.94,37.7,46.88274000000001,37.92671
Alaska,now-cast,38.0,46.0,36.67312,46.52133
Virginia,now-cast,43.0,41.0,44.33392,42.29056
New Jersey,now-cast,54.0,34.0,52.57755,35.34869000000001
Alabama,now-cast,38.4,52.39,37.24518,53.46359
Nebraska,now-cast,35.0,51.0,33.67662,50.80773
Oregon,now-cast,51.0,35.0,49.68501,34.67418
South Carolina,now-cast,43.67,50.89,42.66258,52.17041
New Hampshire,now-cast,42.0,37.0,45.00688,39.20837
Alaska,now-cast,37.0,46.0,35.68492,46.29639
West Virginia,now-cast,29.0,55.0,27.67068,55.24826
Montana,now-cast,31.74,50.8,28.75174,50.59594
Ohio,now-cast,46.21,45.98,45.27837,45.31907
Texas,now-cast,39.04,52.23,37.61504,53.31562
Minnesota,now-cast,44.14,32.36,42.06293,33.14476
Kansas,now-cast,38.59,29.67,44.03337,38.22515
Nevada,now-cast,47.68,43.43,46.01701,44.36553
New Hampshire,now-cast,49.0,35.0,47.58813,37.05165
New Hampshire,now-cast,48.0,35.0,46.70174,35.64424
Nevada,now-cast,43.0,44.0,41.67032,43.79635
Alabama,now-cast,36.0,53.0,34.54714,54.02404
Washington,now-cast,52.0,34.0,50.58827,35.46318
New Jersey,now-cast,43.94,28.62,49.28711,36.45693
Kentucky,now-cast,33.15,43.68,38.57777,52.05707
Arkansas,now-cast,34.43,52.7,33.05082,53.83801
South Carolina,now-cast,29.2,45.11,34.60474,53.22411
Iowa,now-cast,37.0,47.0,35.68125999999999,46.66925
Iowa,now-cast,41.0,44.0,39.58331,45.41019
Maine,now-cast,47.0,38.0,45.71184,38.10087
Minnesota,now-cast,47.0,37.0,45.58079,38.38331
Iowa,now-cast,45.62,42.61,44.02038,43.76713
New Mexico,now-cast,42.0,34.0,40.56249,35.70394
Delaware,now-cast,47.83,33.89,46.34991,34.9713
Texas,now-cast,39.31,49.09,38.53985,48.57848
Oklahoma,now-cast,36.08,51.27,33.67663,51.33955
Ohio,now-cast,42.5,43.4,44.96889,45.25922
New Hampshire,now-cast,47.86,23.29,53.57361,32.69912
Mississippi,now-cast,41.0,48.0,39.6096,48.24858
Louisiana,now-cast,37.0,52.0,35.63839,51.73864
Indiana,now-cast,36.0,50.0,36.68027,51.45522
New Hampshire,now-cast,45.11,39.21,42.96293,40.16891
Iowa,now-cast,34.22,32.63,39.66975,41.25797
Connecticut,now-cast,40.38,33.37,45.8354,42.06245
New Mexico,now-cast,51.28,35.11,46.8297,33.356190000000005
North Dakota,now-cast,17.11,41.53,22.78769,50.67639000000001
Wisconsin,now-cast,45.38,41.86,43.99261,43.31439
Maine,now-cast,37.0,36.7,40.72607,40.38918
Connecticut,now-cast,52.56,34.83,51.04521,36.1308
Mississippi,now-cast,42.0,50.0,40.5289,51.24828
Hawaii,now-cast,51.35,20.4,57.03327,29.58722
West Virginia,now-cast,23.1,58.73,28.74127,67.61006
New Mexico,now-cast,45.0,33.0,43.65805,33.69335
Idaho,now-cast,35.13,50.7,33.15503,51.43689000000001
Minnesota,now-cast,47.0,37.0,45.68295,36.81915
West Virginia,now-cast,27.0,58.0,25.65944,58.46256999999999
Delaware,now-cast,41.18,28.45,46.80293,37.1959
Idaho,now-cast,31.0,49.0,29.66336,49.47943
Alaska,now-cast,39.0,47.0,37.66915,47.7506
Alabama,now-cast,23.68,53.37,29.079040000000006,61.41899
South Dakota,now-cast,27.0,52.0,25.6766,52.26829
Oregon,now-cast,47.73,23.55,53.18328,32.21829
Mississippi,now-cast,37.3,52.08,36.75535,53.69521
Utah,now-cast,30.0,33.0,28.66581,32.77941
Indiana,now-cast,35.0,53.0,33.65298,52.6321
Idaho,now-cast,29.0,49.0,27.56346,50.717
Massachusetts,now-cast,57.0,25.36,55.320780000000006,26.99677
Missouri,now-cast,36.11,48.21,34.56475,48.9521
Ohio,now-cast,31.5,37.21,36.84182,44.97509
California,now-cast,63.82,25.62,62.60454,27.03428
Idaho,now-cast,32.0,47.0,30.67476,47.26207
Oklahoma,now-cast,30.0,57.0,28.56388,58.20275
Maryland,now-cast,62.0,27.0,60.65896,26.77582
North Carolina,now-cast,46.0,43.0,46.47489,45.38165
Ohio,now-cast,42.0,44.0,42.48759,46.56002
Pennsylvania,now-cast,45.0,40.0,45.48058,42.46154
Kansas,now-cast,37.0,48.0,35.68029,48.02179
Illinois,now-cast,53.0,36.0,51.66118,35.64288
Vermont,now-cast,65.93,10.76,71.62729,20.04976
South Dakota,now-cast,27.0,53.0,25.66513,53.48701
California,now-cast,59.58,30.7,59.02032,30.41763
Nebraska,now-cast,34.73,46.81,33.04825,47.78739
Virginia,now-cast,49.0,39.0,47.65505,38.63483
Florida,now-cast,43.2,38.8,45.49007,43.18238
Oklahoma,now-cast,32.0,56.0,30.65727,55.77277
Colorado,now-cast,37.0,41.0,39.18074,43.5406
Maine,now-cast,47.76,38.69,45.72667,39.65018
Tennessee,now-cast,26.92,44.64,32.346509999999995,53.00269
Florida,now-cast,46.0,43.0,46.4863,45.54182
Alabama,now-cast,36.0,52.0,34.63186,51.72686
South Dakota,now-cast,28.56,38.29,34.211009999999995,47.24126
New Hampshire,now-cast,46.0,36.0,44.69738,36.89618
